	BREd	BREu	DRE	Inr_6mer	Pause_button	TATA_8mer	TCT	XCPE1	XCPE2	DCE_I_II_III	DPE
CATG00000106275.1|HBMT00001467890.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130956.9|ENCT00000448455.1	1	1	0	0	0	0	0	0	0	0	0
ENSG00000081377.12|MICT00000363223.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158122.7|ENCT00000458406.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000081386.8|ENST00000223428.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196597.7|ENCT00000458437.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196312.7|ENST00000602917.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136943.6|ENST00000259470.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197816.9|ENST00000375202.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000196116.6|ENST00000355295.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136842.9|FTMT23500000209.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136925.10|FTMT23300026349.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136937.8|FTMT23500005063.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136936.6|ENST00000375128.4	0	0	0	0	0	0	0	0	0	0	0
CATG00000106312.1|HBMT00001468382.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000178919.7|ENST00000375123.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136932.9|ENST00000375117.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136929.8|FTMT23300035109.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000136938.8|ENST00000339399.4	0	0	0	0	0	0	1	0	0	0	0
CATG00000109169.1|ENCT00000458616.1	1	0	0	0	0	0	0	0	0	0	1
ENSG00000095380.10|ENST00000210444.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106785.10|ENST00000375098.3	0	0	0	0	0	0	0	1	0	0	0
ENSG00000106789.8|ENST00000375077.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095383.15|ENST00000342112.5	0	0	0	1	0	0	0	0	0	0	0
ENSG00000136928.4|ENST00000259455.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165138.12|ENST00000353234.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119514.5|ENCT00000448650.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000204291.6|FTMT23500047712.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106799.8|ENST00000374990.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119523.8|ENST00000238477.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106803.5|ENCT00000448722.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000119508.13|HBMT00001469084.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136874.6|FTMT23500047719.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000023318.7|ENST00000262455.6	0	0	0	1	0	0	0	0	0	0	0
ENSG00000119509.8|ENST00000262457.2	0	0	0	1	0	0	0	0	0	0	0
CATG00000109246.1|FTMT23300002374.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136891.9|ENST00000374902.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000066697.10|ENCT00000448842.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241697.3|ENCT00000448849.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251349.3|ENST00000502978.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170681.6|ENST00000307584.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148123.10|ENCT00000448896.1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000136881.7|FTMT23300015759.1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000136897.6|ENST00000539624.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136870.6|HBMT00001469303.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136872.13|ENST00000374855.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165152.4|ENST00000374848.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000155827.7|ENST00000389120.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188386.5|ENST00000374806.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198785.4|HBMT00001489436.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155833.10|ENST00000487798.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136824.14|ENST00000374793.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136783.9|ENST00000374767.4	0	1	0	0	0	0	0	0	0	0	0
ENSG00000165028.7|ENST00000374762.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000165029.11|ENST00000374736.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000070214.11|ENST00000470972.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000106701.7|ENST00000394926.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000106692.9|HBMT00001469528.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095209.7|ENST00000374692.3	0	0	0	0	0	0	0	0	0	0	0
CATG00000109349.1|HBMT00001489599.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148143.8|ENST00000472574.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000109351.1|MICT00000364283.1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000242631.2|ENST00000451160.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119318.8|ENST00000358015.3	1	0	0	0	0	0	0	0	0	0	0
ENSG00000136826.10|ENST00000374672.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187003.5|ENST00000333999.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000070061.10|ENST00000374647.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119328.7|MICT00000364506.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000119326.10|ENST00000325580.6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106771.8|ENST00000374586.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260230.2|MICT00000364515.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095203.10|FTMT23300008532.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000070159.9|ENST00000374541.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243444.3|ENST00000374531.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000157654.13|ENST00000374530.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000241978.5|ENST00000374525.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000188959.9|FTMT23300023534.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136810.8|ENST00000374517.5	0	1	0	0	0	0	0	0	0	0	0
ENSG00000204193.6|ENST00000374507.4	0	0	0	0	0	0	0	0	0	0	1
ENSG00000165124.13|ENST00000374469.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000030304.8|ENST00000416899.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000198121.9|HBMT00001490298.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136813.10|FTMT23300004660.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173258.8|ENST00000309235.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106853.12|HBMT00001490450.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000059769.15|ENCT00000449444.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000244115.1|ENST00000374294.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000242616.3|FTMT23500004677.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165181.12|ENST00000394779.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148154.5|FTMT23500010436.1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000106868.12|ENST00000374263.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119314.11|HBMT00001490574.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000109510.1|FTMT23300024625.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119471.10|ENST00000262542.7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230185.4|ENST00000463223.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165185.10|ENST00000337530.6	0	1	0	0	0	0	0	0	0	0	0
ENSG00000148153.9|ENST00000374242.4	0	0	0	1	0	0	0	0	0	0	0
ENSG00000148158.12|ENCT00000449564.1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000119457.7|ENST00000374228.4	0	0	0	1	0	0	0	0	0	0	0
ENSG00000136866.9|ENST00000374227.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136867.6|ENST00000374220.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119321.4|HBMT00001490740.1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000136868.9|ENST00000496650.1	1	0	0	0	0	0	0	0	0	0	1
ENSG00000176386.4|ENST00000374206.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136875.8|ENST00000374198.4	0	0	0	1	0	0	0	0	0	0	0
ENSG00000165188.9|ENCT00000459876.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148225.11|ENST00000374195.3	0	1	0	0	0	0	0	0	0	0	0
ENSG00000119411.10|ENST00000374183.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119431.5|ENST00000374180.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148218.11|FTMT23300028888.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000148229.8|ENST00000479871.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157653.7|ENST00000288462.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138835.18|ENST00000394646.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000157657.10|ENST00000288466.7	0	0	0	1	0	0	0	0	0	0	0
ENSG00000106927.7|ENST00000603230.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136883.8|HBMT00001491069.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000196739.10|MICT00000365260.1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000229314.4|ENST00000477456.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228278.2|ENST00000412657.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106948.12|ENST00000374088.3	0	0	0	0	0	0	0	0	0	0	0
CATG00000109548.1|ENCT00000459975.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000095397.9|ENCT00000459988.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136888.6|ENST00000473413.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000157693.10|ENCT00000449771.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181634.7|ENST00000374045.4	0	0	0	1	0	0	0	0	0	0	0
ENSG00000106952.3|ENST00000223795.2	0	0	0	0	0	0	0	0	0	0	1
ENSG00000041982.10|ENST00000340094.3	0	0	0	0	1	0	0	0	0	0	0
CATG00000106826.1|HBMT00001471007.1	1	0	0	1	0	0	0	0	0	0	0
ENSG00000173077.10|ENST00000477580.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182752.8|ENST00000328252.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256040.1|ENCT00000460136.1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000148219.12|ENST00000313400.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119401.10|ENCT00000449907.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136869.13|ENST00000472304.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000078725.8|ENST00000373964.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136861.13|ENST00000360822.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106780.7|ENST00000373930.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119402.12|ENCT00000460327.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095261.9|ENST00000373904.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119403.9|ENST00000312189.6	0	0	0	0	0	0	0	0	0	0	0
CATG00000106960.1|FTMT23600008258.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000056558.6|FTMT23300031111.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000106804.6|ENST00000223642.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000119397.12|FTMT23500041664.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119396.6|ENST00000373840.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148180.12|ENST00000436847.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148175.8|ENST00000538954.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267987.1|ENST00000594963.1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000136848.12|ENST00000408936.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175764.10|ENST00000474723.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119421.5|ENST00000537618.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185681.8|ENST00000373764.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000106852.11|ENST00000340587.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119446.9|ENST00000417201.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148187.13|ENST00000373723.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095303.10|ENCT00000450177.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000106996.1|MICT00000366065.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000148215.3|ENST00000373680.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000136940.9|FTMT23300047741.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000056586.11|ENST00000357244.2	0	0	0	0	0	0	0	0	0	0	1
ENSG00000186130.4|ENST00000373659.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171448.8|ENST00000373656.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011454.12|ENST00000317419.7	1	0	0	0	0	0	0	0	0	0	0
ENSG00000188394.6|HBMT00001471777.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000165209.14|ENST00000447404.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148204.7|MICT00000366183.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000109720.1|ENCT00000460648.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119522.11|ENST00000373620.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106689.6|ENST00000373615.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119408.12|ENST00000373600.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136930.8|ENST00000259457.3	0	0	0	0	0	0	0	0	0	0	0
CATG00000109759.1|ENCT00000460755.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180264.6|MICT00000366351.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000136931.5|ENST00000373588.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148200.12|ENST00000416460.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185585.15|ENST00000373580.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136918.3|ENST00000373574.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000136942.10|ENST00000493018.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136950.9|ENST00000259477.6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136935.9|FTMT23300047816.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000173611.13|ENST00000373549.4	0	1	0	0	0	0	0	0	0	0	0
ENSG00000119414.7|ENST00000456642.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044574.7|ENCT00000460887.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136933.12|ENST00000373544.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165219.17|MICT00000366502.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119487.12|ENST00000373503.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167081.12|ENST00000373492.2	0	0	0	0	0	0	0	0	0	0	0
CATG00000109795.1|MICT00000366582.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196814.10|ENST00000361171.3	0	1	0	0	0	0	0	0	0	0	0
CATG00000109800.1|FTMT23300024654.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000136944.13|ENST00000425646.2	0	0	0	0	0	0	0	0	0	0	0
CATG00000109807.1|MICT00000366644.1	0	0	0	0	0	0	0	0	0	0	1
CATG00000107083.1|ENCT00000450482.1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000169155.5|ENCT00000450487.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177125.5|ENST00000319119.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136828.14|ENCT00000450507.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136859.5|ENST00000373417.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136895.14|MICT00000366734.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136856.13|HBMT00001472733.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000196152.6|ENST00000543471.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197958.8|ENST00000361436.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148356.9|ENST00000373324.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136830.7|ENST00000373314.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136854.13|ENST00000373302.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000160401.10|ENST00000496009.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187024.9|ENST00000543175.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000167094.11|ENST00000489226.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160404.13|ENST00000373281.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095370.15|HBMT00001493773.1	0	0	0	0	0	0	1	0	0	0	0
CATG00000107100.1|MICT00000366882.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000136807.7|ENST00000373264.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136877.10|HBMT00001473208.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106991.9|ENCT00000461075.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106992.13|ENST00000373176.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160408.10|ENST00000373144.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136840.14|ENST00000335791.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167103.7|ENST00000388747.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136908.13|ENST00000373110.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167106.7|ENCT00000461131.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171169.8|ENST00000373078.4	0	0	0	0	0	0	0	0	0	0	0
CATG00000107121.1|HBMT00001473326.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000148339.8|ENST00000373068.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000148334.10|ENCT00000461162.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232850.1|FTMT23600008456.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000109844.1|ENCT00000461167.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148346.7|ENST00000373013.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000171159.4|FTMT23600008458.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148337.15|ENST00000541172.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106976.14|FTMT23500046092.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000167110.12|ENST00000421699.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175854.7|ENST00000320188.5	0	0	0	1	0	0	0	0	0	0	0
ENSG00000167112.7|ENST00000460320.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167113.6|ENST00000372875.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167114.8|ENCT00000450739.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167118.6|ENST00000372847.1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000167123.14|HBMT00001473538.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136811.12|ENST00000351030.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000119392.10|ENST00000372770.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197694.9|ENST00000358161.5	0	0	0	1	0	1	0	0	0	0	0
ENSG00000119333.7|ENST00000480613.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119335.12|ENST00000322030.8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160447.6|ENST00000291906.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160446.14|ENST00000467312.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160445.6|HBMT00001494349.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107021.11|ENST00000539497.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167136.6|ENST00000372642.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198917.7|HBMT00001494423.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000171097.9|ENST00000436267.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000136802.7|ENST00000372599.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175287.14|FTMT23500048515.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251184.1|ENST00000482796.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175283.7|ENST00000372586.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095319.10|ENST00000372577.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148341.13|FTMT23300027903.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148343.14|ENCT00000450907.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167130.13|ENST00000406974.3	0	0	0	0	1	0	0	0	0	0	0
ENSG00000095321.12|ENST00000458362.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119383.15|ENST00000337738.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000109891.1|ENCT00000461335.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188483.6|ENST00000372491.2	0	0	0	0	0	0	0	0	0	0	0
CATG00000107150.1|ENCT00000450947.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000107153.1|ENCT00000450953.1	0	0	0	0	1	0	0	0	0	0	1
CATG00000107158.1|ENCT00000450964.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000109898.1|MICT00000367395.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000107166.1|ENCT00000450994.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000109901.1|MICT00000367442.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000109903.1|ENCT00000461346.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000109917.1|ENCT00000461362.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000109919.1|ENCT00000461365.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000109920.1|ENCT00000461367.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179058.5|HBMT00001494762.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148335.10|ENST00000372483.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148331.7|ENST00000450050.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167157.9|ENST00000372469.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148344.10|ENST00000340607.4	0	0	0	0	0	0	0	0	0	0	0
CATG00000107174.1|HBMT00001474265.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000136816.11|ENCT00000451065.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136827.11|ENST00000351698.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136819.10|ENST00000372447.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136878.8|ENST00000372429.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187239.12|ENST00000355681.3	0	1	0	0	0	0	0	0	0	0	0
ENSG00000148358.15|ENST00000493417.1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000196979.1|ENST00000358748.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000109940.1|ENCT00000461467.1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000107130.6|ENST00000372398.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000148357.12|ENCT00000451123.1	0	1	0	0	0	0	0	0	0	0	0
CATG00000109944.1|ENCT00000461475.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130707.13|ENST00000372394.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000109948.1|ENCT00000461479.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107164.15|ENST00000319725.9	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130711.3|ENCT00000451179.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000130713.11|ENST00000372352.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000097007.13|ENCT00000451214.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188710.1|ENST00000343079.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130720.8|ENCT00000461505.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000050555.13|ENST00000480883.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000126878.8|ENST00000372314.3	0	1	0	1	0	0	0	0	0	0	0
ENSG00000126883.12|ENST00000411637.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126882.8|ENCT00000461537.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160539.4|ENCT00000451282.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130723.13|MICT00000367873.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130714.11|ENST00000402686.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130717.8|ENST00000491309.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000107227.1|ENCT00000451338.1	0	1	0	0	0	0	0	0	0	0	0
CATG00000107230.1|ENCT00000451343.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107263.14|ENST00000372195.1	0	1	0	0	0	0	0	0	0	0	0
CATG00000109987.1|MICT00000367940.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160563.9|ENST00000357028.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196358.6|MICT00000367950.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107290.9|ENST00000372169.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125482.8|ENST00000334270.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188523.4|ENST00000343036.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125492.5|ENST00000542090.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125485.13|ENCT00000461689.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000125484.7|ENST00000372146.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165695.5|MICT00000368020.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165698.11|HBMT00001475190.1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000165699.9|ENCT00000461709.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165702.8|ENST00000450530.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000148308.13|ENST00000372099.6	0	0	0	1	0	0	0	0	0	0	0
CATG00000110013.1|MICT00000368089.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170835.10|FTMT23500042067.1	0	0	0	0	0	0	0	0	0	0	0
